ID;areaGobierno;delegacion;servicio;departamento;nivelPuesto;puesto;nombrePuesto;tipoPuesto;tipoPersonal;formaProvision;adcripcionGrupos;adcripcionEscalas;nivelComplementoDestino;complementoEspecificoPuntos;complementoEspecificoEuros;observacionesRequisitos;situacion
65;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
66;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
67;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
68;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
69;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;JEFATURA DE DEPARTAMENTO DE DISTRITO NORTE-OESTE;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
70;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;DEPARTAMENTO DE DISTRITO NORESTE-ESTE;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
71;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;DEPARTAMENTO DE DISTRITO NORESTE-ESTE;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
72;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;DEPARTAMENTO DE DISTRITO NORESTE-ESTE;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
73;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;DEPARTAMENTO DE DISTRITO NORESTE-ESTE;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
74;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
75;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
76;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
77;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
78;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
79;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
80;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
81;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
82;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU026;AGENTE DE PUBLICIDAD Y PATROCINIO;NS;L;-;C2;-;15;195;7735;TA-0;VACANTE
83;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
84;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
85;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
86;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
87;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
88;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
89;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
90;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
91;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;TESORERIA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
92;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
93;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
94;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;INTERVENCIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
95;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;INTERVENCIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
96;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;INTERVENCIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
97;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;INTERVENCIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
98;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;STAFF;INTERVENCIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
99;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
100;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE NÓMINA Y ADMINISTRACIÓN DE PERSONAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
101;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE GESTIÓN DE PERSONAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
102;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE GESTIÓN DE PERSONAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
103;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE GESTIÓN DE PERSONAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
104;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
105;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE RECURSOS HUMANOS;DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES;AU;AU007;AUXILIAR DE ENFERMERÍA Y O CLINICA;NS;F/L;-;C2;A.G.;14;195;7735;"TA-0; AERL";
106;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE PATRIMONIO;SERVICIO DE PATRIMONIO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
107;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE PATRIMONIO;SERVICIO DE PATRIMONIO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
108;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIOS TRIBUTARIOS;DEPARTAMENTO DE TRIBUTOS;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
109;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIOS TRIBUTARIOS;DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
110;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIOS TRIBUTARIOS;DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
111;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIOS TRIBUTARIOS;DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
112;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIOS TRIBUTARIOS;DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
113;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE CONTRATACIÓN;SERVICIO DE CONTRATACIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
114;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE CONTRATACIÓN;SERVICIO DE CONTRATACIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
115;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE CONTRATACIÓN;SERVICIO DE CONTRATACIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
116;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS;SERVICIO DE CONTRATACIÓN;SERVICIO DE CONTRATACIÓN;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
117;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";VACANTE
118;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
119;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
120;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;DEPARTAMENTO DE REACTIVACIÓN ECONÓMICA Y CAPTACIÓN DE INVERSIONES;AU;AU002;AUXILIAR ADMINISTRATIVO;NS;F/L;-;C2;A.G.;15;195;7735;"TA-0; AERL";
